N_Vecinos,Tipo_vot,P_casos,P_Atrib,Distance,Prec_pred
9,0,98,Voto_fijo,[],Manhattan,1.0
9,0,99,Voto_fijo,[],Manhattan,1.0
9,1,00,Voto_fijo,[],Manhattan,1.0
9,0,50,Cercania,[],Chebychef,1.0
9,0,55,Cercania,[],Chebychef,1.0
9,0,60,Cercania,[],Chebychef,1.0
9,0,65,Cercania,[],Chebychef,1.0
9,0,67,Cercania,[],Chebychef,1.0
9,0,70,Cercania,[],Chebychef,1.0
9,0,50,Igual_votos,[],Chebychef,0.9866666666666667
9,0,55,Igual_votos,[],Chebychef,0.9866666666666667
9,0,60,Igual_votos,[],Chebychef,0.9863013698630136
9,0,65,Igual_votos,[],Chebychef,0.9863013698630136
9,0,67,Igual_votos,[],Chebychef,0.9863013698630136
9,0,70,Igual_votos,[],Chebychef,0.9855072463768116
9,0,75,Igual_votos,[],Chebychef,0.9855072463768116
9,0,80,Igual_votos,[],Chebychef,0.9923664122137404
9,0,85,Igual_votos,[],Chebychef,0.9923664122137404
9,0,90,Igual_votos,[],Chebychef,1.0
9,0,91,Igual_votos,[],Chebychef,1.0
9,0,92,Igual_votos,[],Chebychef,1.0
9,0,93,Igual_votos,[],Chebychef,1.0
9,0,94,Igual_votos,[],Chebychef,1.0
9,0,95,Igual_votos,[],Chebychef,1.0
9,0,96,Igual_votos,[],Chebychef,1.0
9,0,97,Igual_votos,[],Chebychef,1.0
9,0,98,Igual_votos,[],Chebychef,1.0
9,0,99,Igual_votos,[],Chebychef,1.0
9,1,00,Igual_votos,[],Chebychef,1.0
9,0,50,Voto_fijo,[],Chebychef,0.9866666666666667
9,0,55,Voto_fijo,[],Chebychef,0.9866666666666667
9,0,60,Voto_fijo,[],Chebychef,0.9864864864864865
9,0,65,Voto_fijo,[],Chebychef,0.993006993006993
9,0,67,Voto_fijo,[],Chebychef,0.993006993006993
9,0,70,Voto_fijo,[],Chebychef,0.9929577464788732
9,0,75,Voto_fijo,[],Chebychef,0.9929078014184397
9,0,80,Voto_fijo,[],Chebychef,0.9927536231884058
9,0,85,Voto_fijo,[],Chebychef,1.0
9,0,90,Voto_fijo,[],Chebychef,1.0
9,0,91,Voto_fijo,[],Chebychef,1.0
9,0,92,Voto_fijo,[],Chebychef,1.0
9,0,93,Voto_fijo,[],Chebychef,1.0
9,0,94,Voto_fijo,[],Chebychef,1.0
9,0,95,Voto_fijo,[],Chebychef,1.0
9,0,96,Voto_fijo,[],Chebychef,1.0
9,0,97,Voto_fijo,[],Chebychef,1.0
9,0,98,Voto_fijo,[],Chebychef,1.0
9,0,99,Voto_fijo,[],Chebychef,1.0
9,1,00,Voto_fijo,[],Chebychef,1.0
10,0,50,Cercania,[],Euclidea,1.0
10,0,55,Cercania,[],Euclidea,1.0
10,0,60,Cercania,[],Euclidea,1.0
10,0,65,Cercania,[],Euclidea,1.0
10,0,67,Cercania,[],Euclidea,1.0
10,0,70,Cercania,[],Euclidea,1.0
10,0,75,Cercania,[],Euclidea,1.0
10,0,50,Igual_votos,[],Euclidea,0.9666666666666667
10,0,55,Igual_votos,[],Euclidea,0.9797297297297297
10,0,60,Igual_votos,[],Euclidea,0.9797297297297297
10,0,65,Igual_votos,[],Euclidea,0.9859154929577465
10,0,67,Igual_votos,[],Euclidea,0.9859154929577465
10,0,70,Igual_votos,[],Euclidea,0.9859154929577465
10,0,75,Igual_votos,[],Euclidea,0.9856115107913669
10,0,80,Igual_votos,[],Euclidea,0.9856115107913669
10,0,85,Igual_votos,[],Euclidea,1.0
10,0,90,Igual_votos,[],Euclidea,1.0
10,0,91,Igual_votos,[],Euclidea,1.0
10,0,92,Igual_votos,[],Euclidea,1.0
10,0,93,Igual_votos,[],Euclidea,1.0
10,0,94,Igual_votos,[],Euclidea,1.0
10,0,95,Igual_votos,[],Euclidea,1.0
10,0,96,Igual_votos,[],Euclidea,1.0
10,0,97,Igual_votos,[],Euclidea,1.0
10,0,98,Igual_votos,[],Euclidea,1.0
10,0,99,Igual_votos,[],Euclidea,1.0
10,1,00,Igual_votos,[],Euclidea,1.0
10,0,50,Voto_fijo,[],Euclidea,0.98
10,0,55,Voto_fijo,[],Euclidea,0.98
10,0,60,Voto_fijo,[],Euclidea,0.9794520547945206
10,0,65,Voto_fijo,[],Euclidea,0.9861111111111112
10,0,67,Voto_fijo,[],Euclidea,0.9861111111111112
10,0,70,Voto_fijo,[],Euclidea,0.986013986013986
10,0,75,Voto_fijo,[],Euclidea,0.9929078014184397
10,0,80,Voto_fijo,[],Euclidea,1.0
10,0,85,Voto_fijo,[],Euclidea,1.0
10,0,90,Voto_fijo,[],Euclidea,1.0
10,0,91,Voto_fijo,[],Euclidea,1.0
10,0,92,Voto_fijo,[],Euclidea,1.0
10,0,93,Voto_fijo,[],Euclidea,1.0
10,0,94,Voto_fijo,[],Euclidea,1.0
10,0,95,Voto_fijo,[],Euclidea,1.0
10,0,96,Voto_fijo,[],Euclidea,1.0
10,0,97,Voto_fijo,[],Euclidea,1.0
10,0,98,Voto_fijo,[],Euclidea,1.0
10,0,99,Voto_fijo,[],Euclidea,1.0
10,1,00,Voto_fijo,[],Euclidea,1.0
10,0,50,Cercania,[],Manhattan,1.0
10,0,55,Cercania,[],Manhattan,1.0
10,0,60,Cercania,[],Manhattan,1.0
10,0,65,Cercania,[],Manhattan,1.0
10,0,67,Cercania,[],Manhattan,1.0
10,0,70,Cercania,[],Manhattan,1.0
10,0,75,Cercania,[],Manhattan,1.0
10,0,50,Igual_votos,[],Manhattan,0.9466666666666667
10,0,55,Igual_votos,[],Manhattan,0.9726027397260274
10,0,60,Igual_votos,[],Manhattan,0.9726027397260274
10,0,65,Igual_votos,[],Manhattan,0.9858156028368794
10,0,67,Igual_votos,[],Manhattan,0.9858156028368794
10,0,70,Igual_votos,[],Manhattan,0.9858156028368794
10,0,75,Igual_votos,[],Manhattan,0.9856115107913669
10,0,80,Igual_votos,[],Manhattan,0.9856115107913669
10,0,85,Igual_votos,[],Manhattan,1.0
10,0,90,Igual_votos,[],Manhattan,1.0
10,0,91,Igual_votos,[],Manhattan,1.0
10,0,92,Igual_votos,[],Manhattan,1.0
10,0,93,Igual_votos,[],Manhattan,1.0
10,0,94,Igual_votos,[],Manhattan,1.0
10,0,95,Igual_votos,[],Manhattan,1.0
10,0,96,Igual_votos,[],Manhattan,1.0
10,0,97,Igual_votos,[],Manhattan,1.0
10,0,98,Igual_votos,[],Manhattan,1.0
10,0,99,Igual_votos,[],Manhattan,1.0
10,1,00,Igual_votos,[],Manhattan,1.0
10,0,50,Voto_fijo,[],Manhattan,0.9733333333333334
10,0,55,Voto_fijo,[],Manhattan,0.9794520547945206
10,0,60,Voto_fijo,[],Manhattan,0.9794520547945206
10,0,65,Voto_fijo,[],Manhattan,0.9859154929577465
10,0,67,Voto_fijo,[],Manhattan,0.9859154929577465
10,0,70,Voto_fijo,[],Manhattan,0.9859154929577465
10,0,75,Voto_fijo,[],Manhattan,0.9859154929577465
10,0,80,Voto_fijo,[],Manhattan,1.0
10,0,85,Voto_fijo,[],Manhattan,1.0
10,0,90,Voto_fijo,[],Manhattan,1.0
10,0,91,Voto_fijo,[],Manhattan,1.0
10,0,92,Voto_fijo,[],Manhattan,1.0
10,0,93,Voto_fijo,[],Manhattan,1.0
10,0,94,Voto_fijo,[],Manhattan,1.0
10,0,95,Voto_fijo,[],Manhattan,1.0
10,0,96,Voto_fijo,[],Manhattan,1.0
10,0,97,Voto_fijo,[],Manhattan,1.0
10,0,98,Voto_fijo,[],Manhattan,1.0
10,0,99,Voto_fijo,[],Manhattan,1.0
10,1,00,Voto_fijo,[],Manhattan,1.0
10,0,50,Cercania,[],Chebychef,1.0
10,0,55,Cercania,[],Chebychef,1.0
10,0,60,Cercania,[],Chebychef,1.0
10,0,65,Cercania,[],Chebychef,1.0
10,0,67,Cercania,[],Chebychef,1.0
10,0,70,Cercania,[],Chebychef,1.0
10,0,50,Igual_votos,[],Chebychef,0.98
10,0,55,Igual_votos,[],Chebychef,0.9865771812080537
10,0,60,Igual_votos,[],Chebychef,0.9865771812080537
10,0,65,Igual_votos,[],Chebychef,0.9859154929577465
10,0,67,Igual_votos,[],Chebychef,0.9859154929577465
10,0,70,Igual_votos,[],Chebychef,0.9859154929577465
10,0,75,Igual_votos,[],Chebychef,0.9850746268656716
10,0,80,Igual_votos,[],Chebychef,0.9850746268656716
10,0,85,Igual_votos,[],Chebychef,0.9923664122137404
10,0,90,Igual_votos,[],Chebychef,0.9923664122137404
10,0,91,Igual_votos,[],Chebychef,1.0
10,0,92,Igual_votos,[],Chebychef,1.0
10,0,93,Igual_votos,[],Chebychef,1.0
10,0,94,Igual_votos,[],Chebychef,1.0
10,0,95,Igual_votos,[],Chebychef,1.0
10,0,96,Igual_votos,[],Chebychef,1.0
10,0,97,Igual_votos,[],Chebychef,1.0
10,0,98,Igual_votos,[],Chebychef,1.0
10,0,99,Igual_votos,[],Chebychef,1.0
10,1,00,Igual_votos,[],Chebychef,1.0
10,0,50,Voto_fijo,[],Chebychef,0.9866666666666667
10,0,55,Voto_fijo,[],Chebychef,0.9866666666666667
10,0,60,Voto_fijo,[],Chebychef,0.9865771812080537
10,0,65,Voto_fijo,[],Chebychef,0.9863013698630136
10,0,67,Voto_fijo,[],Chebychef,0.993006993006993
10,0,70,Voto_fijo,[],Chebychef,0.9929577464788732
10,0,75,Voto_fijo,[],Chebychef,0.9927536231884058
10,0,80,Voto_fijo,[],Chebychef,0.9927007299270073
10,0,85,Voto_fijo,[],Chebychef,1.0
10,0,90,Voto_fijo,[],Chebychef,1.0
10,0,91,Voto_fijo,[],Chebychef,1.0
10,0,92,Voto_fijo,[],Chebychef,1.0
10,0,93,Voto_fijo,[],Chebychef,1.0
10,0,94,Voto_fijo,[],Chebychef,1.0
10,0,95,Voto_fijo,[],Chebychef,1.0
10,0,96,Voto_fijo,[],Chebychef,1.0
10,0,97,Voto_fijo,[],Chebychef,1.0
10,0,98,Voto_fijo,[],Chebychef,1.0
10,0,99,Voto_fijo,[],Chebychef,1.0
10,1,00,Voto_fijo,[],Chebychef,1.0
